Auction Type,Auction ID,Lot Number,Estimate,Sale,Emperor,Denomination,Diameter,Weight,Orientation,Mint,RIC,Grade,Broad Flan,Lusterous,Toned,Attractively Toned,Cabinet Toning,Quality Portrait,Rare,Centered,Off Center,Marks,Deposits,Flan Flaw,Hairlines,Die Break,Surface Flaws,Roughness,Tooled,Die Rust,Corrosion,Porosity,Scratches,Edge Test,Surface Test,Edge Splits,PVC Residue,Weak Strike,Edge Chip
PA,Triton V,Lot: 1974,400,725,Hadrian,Denarius,NA,NA,NA,NA,RIC II 172,FDC,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0 
PA,Triton V,Lot: 1975,400,900,Hadrian,Denarius,NA,NA,NA,NA,RIC II 175,FDC,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0 
PA,Triton V,Lot: 1976,1000,3000,Hadrian,Denarius,NA,NA,NA,NA,RIC II 206,EF,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0 
PA,Triton XXII,Lot: 1072,5000,7000,Hadrian,Aureus,NA,NA,NA,NA,RIC II 55,Good VF,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0 
PA,Triton XXII,Lot: 1076,7500,8500,Hadrian,Aureus,NA,NA,NA,NA,RIC II 348,EF,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0 
PA,Triton XXII,Lot: 1078,10000,7500,Hadrian,Aureus,NA,NA,NA,NA,RIC II 272,EF,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0 
PA,CNG 109,Lot: 659,5000,6500,Hadrian,Aureus,NA,NA,NA,NA,RIC II 43,Good VF,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0 
PA,CNG 108,Lot: 618,3000,3750,Hadrian,Aureus,NA,NA,NA,NA,RIC II 321,VF,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0 
PA,CNG 108,Lot: 616,5000,4000,Hadrian,Aureus,NA,NA,NA,NA,RIC II 296,VF,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0 
PA,CNG 108,Lot: 615,3000,2750,Hadrian,Aureus,NA,NA,NA,NA,RIC II 254,VF,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0 
PA,CNG 108,Lot: 613,7500,11000,Augustus,Aureus,NA,NA,NA,NA,RIC II 193,Good VF,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0 
PA,CNG 106,Lot: 744,7500,5500,Hadrian,Aureus,NA,NA,NA,NA,RIC 274,Good VF,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0 
PA,CNG 106,Lot: 740,5000,4000,Hadrian,Aureus,NA,NA,NA,NA,RIC II 193,VF,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0 
PA,CNG 106,Lot: 739,7500,6255,Hadrian,Aureus,NA,NA,NA,NA,RIC II 125,VF,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0 
PA,CNG 106,Lot: 738,7500,12000,Hadrian,Aureus,NA,NA,NA,NA,RIC II 91,EF,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0 
PA,Triton XX,Lot: 727,3000,5000,Trajan,Aureus,NA,NA,NA,NA,RIC II 3,Good VF,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0 
PA,Triton XX,Lot: 728,5000,5000,Hadrian,Aureus,NA,NA,NA,NA,RIC II 39,Good VF,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0 
PA,Triton XX,Lot: 729,15000,20000,Hadrian,Aureus,NA,NA,NA,NA,RIC II 46,Choice EF,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0 
PA,Triton XX,Lot: 731,5000,5000,Hadrian,Aureus,NA,NA,NA,NA,RIC II 55,Good VF,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0 
PA,Triton XX,Lot: 732,5000,4750,Hadrian,Aureus,NA,NA,NA,NA,RIC II 63,Good VF,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0 
PA,Triton XX,Lot: 733,20000,42500,Hadrian,Aureus,NA,NA,NA,NA,RIC II 271,EF,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0 
PA,Triton XX,Lot: 734,75000,128500,Hadrian,Aureus,NA,NA,NA,NA,RIC II 296,EF,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0 
PA,CNG 103,Lot: 834,10000,12000,Hadrian,Aureus,NA,NA,NA,NA,RIC II 188,Good VF,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0 
PA,CNG 103,Lot: 832,5000,5000,Hadrian,Aureus,NA,NA,NA,NA,RIC II 63,Good VF,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0 
PA,CNG 102,Lot: 958,3000,5555,Trajan,Aureus,NA,NA,NA,NA,RIC II 204,VF,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0 
PA,CNG 102,Lot: 949,4000,4250,Hadrian,Aureus,NA,NA,NA,NA,RIC II 192,VF,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0 
PA,CNG 102,Lot: 948,5000,3500,Hadrian,Aureus,NA,NA,NA,NA,RIC II 187,VF,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0 
PA,CNG 102,Lot: 946,5000,14000,Hadrian,Aureus,NA,NA,NA,NA,RIC II 63,Good VF,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0 
PA,Triton XIX,Lot: 534,7500,11000,Hadrian,Aureus,NA,NA,NA,NA,RIC II 39,EF,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0 
PA,Triton XIX,Lot: 535,7500,6500,Hadrian,Aureus,NA,NA,NA,NA,RIC II 63,Good VF,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0 
PA,Triton XIX,Lot: 536,3000,3750,Hadrian,Aureus,NA,NA,NA,NA,RIC II 64,VF,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0 
PA,Triton XIX,Lot: 537,3000,3250,Hadrian,Aureus,NA,NA,NA,NA,RIC II 72,VF,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0 
PA,Triton XIX,Lot: 538,5000,5500,Hadrian,Aureus,NA,NA,NA,NA,RIC II 123,VF,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0 
PA,Triton XIX,Lot: 540,25000,45000,Hadrian,Aureus,NA,NA,NA,NA,RIC II 193,Choice EF,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0 
PA,Triton XIX,Lot: 542,5000,7500,Trajan,Aureus,NA,NA,NA,NA,RIC II 296,VF,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0 
PA,Triton XIX,Lot: 543,7500,8500,Hadrian,Aureus,NA,NA,NA,NA,RIC II 298,Good VF,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0 
PA,CNG 100,Lot: 1867,12500,25123,Hadrian,Aureus,NA,NA,NA,NA,RIC II 283,EF,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0 
PA,CNG 100,Lot: 1866,25000,18000,Hadrian,Aureus,NA,NA,NA,NA,RIC II 272,EF,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0 
PA,CNG 99,Lot: 633,7500,7500,Trajan,Aureus,NA,NA,NA,NA,RIC II 204,VF,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0 
PA,CNG 99,Lot: 632,10000,11000,Hadrian,Aureus,NA,NA,NA,NA,RIC II 308,VF,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0 
PA,CNG 99,Lot: 630,5000,7000,Hadrian,Aureus,NA,NA,NA,NA,RIC II 187,Good VF,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0 
PA,CNG 99,Lot: 629,3000,6000,Hadrian,Aureus,NA,NA,NA,NA,RIC II 125,VF,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0 
PA,CNG 99,Lot: 628,5000,6500,Hadrian,Aureus,NA,NA,NA,NA,RIC II 40,EF,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0 
PA,CNG 99,Lot: 627,3000,3500,Hadrian,Aureus,NA,NA,NA,NA,RIC II 39,VF,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0 
PA,CNG 99,Lot: 626,3000,3750,Hadrian,Aureus,NA,NA,NA,NA,RIC II 39,VF,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0 
PA,CNG 99,Lot: 625,5000,6000,Hadrian,Aureus,NA,NA,NA,NA,RIC II 16,VF,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0 
PA,CNG 99,Lot: 624,3000,4750,Trajan,Aureus,NA,NA,NA,NA,RIC II 3,Good VF,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0 
PA,Triton XVIII,Lot: 1088,20000,32500,Hadrian,Aureus,NA,NA,NA,NA,RIC II 187,Choice EF,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0 
PA,CNG 97,Lot: 661,10000,21000,Hadrian,Aureus,NA,NA,NA,NA,RIC II 284,EF,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0 
PA,CNG 96,Lot: 794,5000,8000,Hadrian,Aureus,NA,NA,NA,NA,RIC II 72,EF,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0 
PA,Triton XVII,Lot: 689,5000,8000,Hadrian,Aureus,NA,NA,NA,NA,RIC II 193,Good VF,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0 
PA,Triton XVII,Lot: 691,7500,12000,Hadrian,Aureus,NA,NA,NA,NA,RIC II 312,Good VF,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0 
PA,CNG 94,Lot: 1168,7500,13000,Hadrian,Aureus,NA,NA,NA,NA,RIC II 64,Good VF,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0 
PA,Triton XVI,Lot: 1085,10000,8750,Hadrian,Aureus,NA,NA,NA,NA,RIC II 186,EF,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0 
PA,CNG 91,Lot: 896,10000,13000,Hadrian,Aureus,NA,NA,NA,NA,RIC II 192,EF,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0 
PA,Triton XV,Lot: 1525,7500,10000,Hadrian,Aureus,NA,NA,NA,NA,RIC II 348,EF,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0 
PA,Triton XIV,Lot: 707,7500,20000,Hadrian,Aureus,NA,NA,NA,NA,RIC II 62,EF,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0 
PA,Triton XIV,Lot: 708,5000,5500,Hadrian,Aureus,NA,NA,NA,NA,RIC II 63,Good VF,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0 
PA,Triton XIV,Lot: 709,10000,20000,Hadrian,Aureus,NA,NA,NA,NA,RIC II 65,EF,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0 
PA,Triton XIV,Lot: 716,20000,40000,Hadrian,Aureus,NA,NA,NA,NA,RIC II 348,Choice EF,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0 
PA,CNG 82,Lot: 1011,10000,15500,Hadrian,Aureus,NA,NA,NA,NA,RIC II 79,EF,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0 
PA,Triton XII,Lot: 603,3000,4800,Hadrian,Aureus,NA,NA,NA,NA,RIC II 63,Good VF,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0 
PA,CNG 78,Lot: 1778,7500,9000,Hadrian,Aureus,NA,NA,NA,NA,RIC II 64,Good VF,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0 
PA,Triton XI,Lot: 924,10000,16000,Hadrian,Aureus,NA,NA,NA,NA,RIC II 64,Superb EF,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0 
PA,CNG 76,Lot: 3307,5000,9250,Hadrian,Aureus,NA,NA,NA,NA,RIC II 41,Good VF,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0 
PA,CNG 76,Lot: 3308,1000,2950,Hadrian,Aureus,NA,NA,NA,NA,RIC II 192,Fine,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0 
PA,CNG 72,Lot: 1474,15000,18000,Trajan,Aureus,NA,NA,NA,NA,RIC II 298,EF,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0 
PA,Triton IX,Lot: 1453,2000,3250,Hadrian,Aureus,NA,NA,NA,NA,RIC II 65,VF,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0 
PA,Triton IX,Lot: 1454,7500,8500,Hadrian,Aureus,NA,NA,NA,NA,RIC II 193,EF,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0 
PA,CNG 70,Lot: 959,7500,7500,Hadrian,Aureus,NA,NA,NA,NA,RIC II 187,EF,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0 
PA,Triton VIII,Lot: 1134,10000,8000,Hadrian,Aureus,NA,NA,NA,NA,RIC II 51,EF,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0 
PA,Triton VIII,Lot: 1135,7500,7500,Hadrian,Aureus,NA,NA,NA,NA,RIC II 127,EF,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0 
PA,CNG 67,Lot: 1457,2000,1750,Hadrian,Aureus,NA,NA,NA,NA,RIC II 63,VF,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0 
PA,CNG 67,Lot: 1467,2000,3000,Hadrian,Aureus,NA,NA,NA,NA,RIC II 348,VF,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0 
PA,Triton VII,Lot: 923,5000,6250,Hadrian,Aureus,NA,NA,NA,NA,RIC II 156,VF,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0 
PA,Triton VII,Lot: 932,20000,39000,Hadrian,Aureus,NA,NA,NA,NA,RIC II 144,EF,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0 
PA,Triton VII,Lot: 943,10000,9500,Hadrian,Aureus,NA,NA,NA,NA,RIC II 348,EF,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0 
PA,Triton VII,Lot: 971,7500,8000,Trajan,Aureus,NA,NA,NA,NA,RIC II 204,EF,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0 
PA,CNG 63,Lot: 1347,1500,1600,Hadrian,Aureus,NA,NA,NA,NA,RIC II 348,VF,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0 
PA,Triton VI,Lot: 877,5000,5000,Hadrian,Aureus,NA,NA,NA,NA,RIC II 193,VF,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0 
PA,CNG 61,Lot: 1787,7500,6000,Trajan,Aureus,NA,NA,NA,NA,RIC II 24,VF,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0 
PA,CNG 60,Lot: 1681,1500,1500,Hadrian,Aureus,NA,NA,NA,NA,RIC II 72,VF,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0 
PA,Triton XXII,Lot: 1026,1500,2750,Nero,Denarius,NA,NA,NA,NA,RIC I 53,EF,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0 
PA,Triton XXII,Lot: 1030,1500,1300,Nero,Denarius,NA,NA,NA,NA,RIC I 64,EF,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0 
PA,CNG 108,Lot: 575,500,1200,Nero,Denarius,NA,NA,NA,NA,RIC I 41,VF,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0 
PA,CNG 105,Lot: 826,500,700,Nero,Denarius,NA,NA,NA,NA,RIC I 53,Good VF,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0 
PA,CNG 105,Lot: 823,3000,4750,Nero,Denarius,NA,NA,NA,NA,RIC I 2,Good VF,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0 
PA,Triton XX,Lot: 673,2000,2250,Nero,Denarius,NA,NA,NA,NA,RIC I 53,EF,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0 
PA,CNG 103,Lot: 683,500,800,Nero,Denarius,NA,NA,NA,NA,RIC I 60,EF,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0 
PA,CNG 102,Lot: 877,500,650,Nero,Denarius,NA,NA,NA,NA,RIC I 60,Good VF,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0 
PA,CNG 102,Lot: 875,300,475,Nero,Denarius,NA,NA,NA,NA,RIC I 53,VF,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0 
PA,Triton XIX,Lot: 497,3000,2500,Nero,Denarius,NA,NA,NA,NA,RIC I 60,EF,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0 
PA,CNG 99,Lot: 600,500,2300,Nero,Denarius,NA,NA,NA,NA,RIC I 67,Good VF,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0 
PA,Triton XVIII,Lot: 1034,2000,1700,Nero,Denarius,NA,NA,NA,NA,RIC I 64,Good VF,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0 
PA,CNG 97,Lot: 624,750,4250,Nero,Denarius,NA,NA,NA,NA,RIC I 68,Good VF,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0 
PA,CNG 93,Lot: 1148,1000,2200,Nero,Denarius,NA,NA,NA,NA,RIC I 53,Good VF,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0 
PA,Triton XVI,Lot: 1047,750,1100,Nero,Denarius,NA,NA,NA,NA,RIC I 60,Good VF,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0 
PA,Triton XVI,Lot: 1048,1000,2200,Nero,Denarius,NA,NA,NA,NA,RIC I 62,EF,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0 
PA,Triton XV,Lot: 1499,1500,1300,Nero,Denarius,NA,NA,NA,NA,RIC I 67,EF,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0 
PA,CNG 88,Lot: 1244,1000,1700,Nero,Denarius,NA,NA,NA,NA,RIC I 62,EF,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0 
PA,CNG 88,Lot: 1242,500,700,Nero,Denarius,NA,NA,NA,NA,RIC I 55,Good VF,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0 
PA,CNG 88,Lot: 1241,750,600,Nero,Denarius,NA,NA,NA,NA,RIC I 53,Good VF,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0 
PA,Triton XIV,Lot: 653,5000,6500,Nero,Denarius,NA,NA,NA,NA,RIC I 28,EF,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0 
PA,Triton XIV,Lot: 656,7500,55000,Nero,Denarius,NA,NA,NA,NA,RIC I 53,EF,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0 
PA,Triton XIV,Lot: 657,2000,3000,Nero,Denarius,NA,NA,NA,NA,RIC I 53,EF,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0 
PA,CNG 85,Lot: 852,500,900,Nero,Denarius,NA,NA,NA,NA,RIC I 62,VF,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0 
PA,CNG 85,Lot: 850,750,850,Nero,Denarius,NA,NA,NA,NA,RIC I 47,Good VF,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0 
PA,CNG 82,Lot: 982,2000,2890,Nero,Denarius,NA,NA,NA,NA,RIC I 28,EF,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0 
PA,CNG 82,Lot: 987,300,565,Nero,Denarius,NA,NA,NA,NA,RIC I 71,VF,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0 
PA,CNG 81,Lot: 1004,300,350,Nero,Denarius,NA,NA,NA,NA,RIC I 67,Good VF,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0 
PA,Triton XII,Lot: 557,500,1800,Nero,Denarius,NA,NA,NA,NA,RIC I 12,Good VF,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0 
PA,Triton XII,Lot: 558,2000,2100,Nero,Denarius,NA,NA,NA,NA,RIC I 53,EF,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0 
PA,Triton XII,Lot: 562,1000,1000,Nero,Denarius,NA,NA,NA,NA,RIC I 70,EF,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0 
PA,CNG 79,Lot: 1073,500,530,Nero,Denarius,NA,NA,NA,NA,RIC I 26,VF,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0 
PA,CNG 79,Lot: 1075,500,650,Nero,Denarius,NA,NA,NA,NA,RIC I 69,Good VF,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0 
PA,CNG 76,Lot: 1396,3000,3000,Nero,Denarius,NA,NA,NA,NA,RIC I 2,EF,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0 
PA,CNG 76,Lot: 1407,300,722,Nero,Denarius,NA,NA,NA,NA,RIC I 43,VF,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0 
PA,Triton X,Lot: 584,750,4500,Nero,Denarius,NA,NA,NA,NA,RIC I 55,Superb EF,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0 
PA,CNG 73,Lot: 854,300,475,Nero,Denarius,NA,NA,NA,NA,RIC I 53,VF,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0 
PA,CNG 73,Lot: 855,750,970,Nero,Denarius,NA,NA,NA,NA,RIC I 60,Good VF,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0 
PA,CNG 73,Lot: 857,750,750,Nero,Denarius,NA,NA,NA,NA,RIC I 67,Good VF,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0 
PA,CNG 72,Lot: 1396,300,551,Nero,Denarius,NA,NA,NA,NA,RIC I 55,Good VF,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0 
PA,CNG 72,Lot: 1400,750,600,Nero,Denarius,NA,NA,NA,NA,RIC I 67,Good VF,0,0,1,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0 
PA,CNG 72,Lot: 1401,500,535,Nero,Denarius,NA,NA,NA,NA,RIC I 68,VF,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0 
